Player, Shots or Saves, Shots or Saves Against Opponent, Shots or Saves in March, Shots or Saves at condition
Fredrik Olofsson, 1.16, 0, 1.0, 0.9
Roope Hintz, 2.274834437086093, 2.5714285714285716, 2.418181818181818, 2.2649006622516556
Mason Marchment, 2.037974683544304, 1.0, 2.189189189189189, 1.858974358974359
Jake Oettinger, 25.31297709923664, 25.0, 25.366666666666667, 24.273972602739725
Jason Robertson, 3.150753768844221, 1.5, 3.1904761904761907, 3.35
Miro Heiskanen, 2.361516034985423, 1.8571428571428572, 2.7, 2.4508670520231215
Ty Dellandrea, 1.1020408163265305, 1.0, 1.3, 1.2941176470588236
Nils Lundkvist, 1.4939759036144578, 1.0, 0.6, 1.525
Joel Kiviranta, 1.1699346405228759, 1.3333333333333333, 1.04, 1.2205882352941178
Wyatt Johnston, 1.9859154929577465, 0.0, 2.6363636363636362, 2.1142857142857143
Oliver Ekman-Larsson, 2.203991130820399, 1.9821428571428572, 2.2933333333333334, 2.283482142857143
Tanner Pearson, 2.0338983050847457, 2.3076923076923075, 2.0, 2.0498338870431896
Tucker Poolman, 1.1717791411042944, 0.6666666666666666, 0.9230769230769231, 1.1527777777777777
Travis Dermott, 1.096774193548387, 1.2, 0.8372093023255814, 1.148936170212766
Ilya Mikheyev, 2.3072916666666665, 2.5, 2.8214285714285716, 2.276595744680851
Tyler Myers, 1.6600441501103753, 1.5357142857142858, 1.608695652173913, 1.6717724288840263
J.T. Miller, 1.9390934844192635, 1.8888888888888888, 2.053435114503817, 2.0
Phillip Di Giuseppe, 1.5981735159817352, 0.4, 1.5932203389830508, 1.6697247706422018
Kyle Burroughs, 0.927710843373494, 0.6, 0.8, 0.9210526315789473
Thatcher Demko, 28.575, 28.428571428571427, 29.658536585365855, 28.4
Dakota Joshua, 0.8899082568807339, 1.5, 0.782608695652174, 0.9411764705882353
Brock Boeser, 2.7253886010362693, 2.0, 2.413793103448276, 2.712820512820513
Ethan Bear, 1.4100418410041842, 0.75, 1.3725490196078431, 1.43801652892562
Noah Juulsen, 1.0441176470588236, 1.0, 1.08, 0.8333333333333334
Anthony Beauvillier, 1.9853556485355648, 1.6666666666666667, 2.21978021978022, 2.0860655737704916
Guillaume Brisebois, 0.8, 0.5, 0.8, 0.6666666666666666
Christian Wolanin, 1.0705882352941176, 1.25, 1.1025641025641026, 0.9
Conor Garland, 2.4419354838709677, 2.8421052631578947, 2.0833333333333335, 2.3684210526315788
Filip Hronek, 1.859016393442623, 1.1428571428571428, 1.5, 1.8235294117647058
Elias Pettersson, 2.501597444089457, 2.2857142857142856, 2.13953488372093, 2.4516129032258065
Jack Studnicka, 1.4133333333333333, 1.0, 1.0769230769230769, 1.368421052631579
Sheldon Dries, 1.3, 0.25, 1.2142857142857142, 1.603448275862069
Collin Delia, 26.979166666666668, 0, 30.333333333333332, 25.35
Quinn Hughes, 1.881918819188192, 1.6, 1.6136363636363635, 1.911764705882353
Vitali Kravtsov, 1.0517241379310345, 0, 1.2222222222222223, 0.9142857142857143
Vasily Podkolzin, 1.3275862068965518, 1.6666666666666667, 1.125, 1.396551724137931
Nils Aman, 0.7857142857142857, 1.3333333333333333, 1.0, 0.8928571428571429
Andrei Kuzmenko, 1.8405797101449275, 0.6666666666666666, 1.8, 1.9428571428571428
